idx,pw_len,pt_len,enc_time_s,dec_time_s,correct,cpu_before,cpu_after,mem_before_mb,mem_after_mb,cipher_digits,cipher_bytes_len,cipher_entropy,chi2,chi_p,serial_corr,runs_p
1832,14,14,0.15556199999991804,0.15110019998974167,0,0.0,15.0,207.578125,207.578125,050173164081171066225156205074098146234200230004117229140098113238154079186127116017035234197206123119006020093255092071067060097215198118050243251229119040052226004253037115002048145084173112019232221081255186095106067060211157049141196182141229173040255226182099076022116069158147086183049119111227255186022106111063064191234161230041142147091098113021078253096180250231035088197183049173152154134243092062180232040215072087196186251088249094056167255184151136250231102234232194049085099227113243225249,168,6.565568297840777,350.0952380952381,7.034779057083332e-05,0.060193206774284864,0.5778836884934586
1833,18,27,0.1475127000012435,0.14961629998288117,0,0.0,14.5,207.578125,207.578125,209077236164024121020146155180061063007057212136061057213119083154168217091187196077208218041033055061236059024134106163155020163206214097050199165049154254045228134065091027196163254085177110209077156138016072132242082005163103231097189041061057059030124122072016043234061090079218072121097061156164185121229221155180163063231198130072067049101142124243121209138122196051047245056121158236021155121134244082242212141040022089212199061248090096083171216040138131196098030245041110209236236003185033125242106043061086142232130089067169075208083084208209187187061051208052056065209140156164024208132067242229219167153089220033084192051254205107121112197114196077208164166136175019156091225121125242050043042007142198220041165049250134220171168112234219061171254205022222209221156003104025140146147005114198007057076089061169154096227084054065138036156211030068216128094163002091104033125067205155163152022118172041173248075079028243054065138036099211119052041016175019228242,324,6.824627383526164,564.0987654320988,2.0103107192319684e-25,-0.045116147729203374,0.14455180333392814
1834,14,23,0.1489337999955751,0.1542982000100892,0,0.0,14.5,207.578125,207.578125,006083071215225017242248124092148245096048206112223241093039167223051177246001125011144241172065151043183215123017009143023189236234096205206067184075091077192223220020064155125135028143110065151083107109123171191143004043046146013123194099047075204218090194000092011096110013216194009065006024107169254046054110023065148217030186084067050185035080090194032157115096146154125241172043006052032056225017126098235043139111102048209014192241153145192062077174201102005106081030228196253052038109205046191110124174236005001186062202243206035080161223000092115001125240216030147219006085032082017211191199129174167024030072107202122075204080236030051177011096098013216238037065006083170109128017242005129174139148164167226159069185048220204194075189096155078011026116110196000174170196068152244146246189046080155054169014192164204077,276,6.839902460853732,436.3478260869566,1.1235214631474912e-11,-0.006369853630524187,0.15018961952195697
1835,9,32,0.15102959997602738,0.15165370001341216,0,0.0,14.3,207.578125,207.578125,229179026055050176020151082129065162000153247159000163088070150204164237007242072091132122200073111179197092195176020013155149096042087237160236115159145204241080130134189122254110107240214030217159026173089156089238155230096201087153125104239041145116073234043047204242149212154240177056093202077011020058227187116129232062107216247170070159143155130234030026007242072091132122200073111179197092221196142064252248007201221068125170030163126106183061043014106092122242132177200241093202162129089229247207116098096011000216009222030163163050241035010237204167072153107240214241027202228055155058162049169248065201000047040170239104215070239155095047155230179110077045200130027041026192155058040238035047206042087181081222132104088155130155043105050045254242227240110239148041188212195196214049252160053127239019247159000104163019130167109209116230149242077045082130229235228011195109127238031009065062241019160242070005215019239234109134155242009029154177165195093173209011221229127049082094116127000204160159050027226019195155115091240092060003132220177073046159162173239196227064082129206083087068081037070124215155195035030014070045100047000011144239,384,6.88023743887645,601.3333333333334,5.112585754436167e-30,-0.02598853409052357,0.6192894358552392
1836,16,23,0.1552836000046227,0.15596360000199638,0,0.0,15.6,207.578125,207.578125,243080158139105072134035150167049212233069200050215144014035101117217093028104057025202073032023015132122139189194122075043123227212026161166027045042014012248128177207052054057234197048015170220086199139211180085249069115235210135028122027255254120044028232011125052030049234025073243173157131018120065187137241043167049046058051044052248002221208069090035043028228049025188031039138157127192139097078122241153045055006233051044190216144033012074085085142106017111171229173157133039080020087110156020035153123055001198060166052216013046145150082003161142049057234226195121170121218232139105155085217207045024253099028200052161042221208028134044125051228022197226236000127047132231139065180137217185136227001061201117231004254001035150122217167230140202079229197000121039127231081097156137249153161055006053069166224043002120117,276,6.997814812032986,367.71014492753625,4.712904533997392e-06,-0.010365386107117049,0.4577334538272826
1837,16,26,0.15132330000051297,0.15517939999699593,0,0.0,13.2,207.578125,207.578125,231137240130217242066172244026135150120105009056157225057063070115230167058015214241027101079053117181137077142005066170103067222004224252009097156042063242070233230167170015025174212058076175117066214020143172108165057140072090037103009103089037169250070230185167051009214174126095250006044031222129134096059164206209075207037105196170157044169173177218159080028015025248066095212060231135240027128055247243242058216193123073205244178042102251141218177106247001096248212099218058035066223052021172247164242021254239120162254244157042102212177218230106028153078249137095220026034066027130142054109164057026075004037048226097007010048063130230159098247015079174137245213053186028208040075054066063206209226239120048084093146037031212027045131249051015025215076246131053034169214026217025244170057143135193232102155065203037063098024191131167051086025241212095079241012066027130160025108164057021208243120105009056157225057063070115230167,312,6.890898414494776,493.7435897435897,2.0618361407483463e-17,0.01983717022215289,0.42683867769444506
1838,18,27,0.15293969999765977,0.1562446000170894,0,100.0,13.2,207.578125,207.578125,056167022162021203220225025136130171075203131178029035222115253062252061104253187006003075246234024044154162226203117225176229148142078059248028029088165008253027145085225101053125141038155114150044121202021203220225254168012245197040253027249093061248253151148147142131190153141038224012102180159070242235219196030229135230194101116132029212085118134062031222022010093246004088246012118167137177138066080225118136135002075069235146254035205255253062177205230010197006107168016098024044154239018235056172025229100139107083131132029051082144133062135085109101155125227072152133118204225207241181085072025110100229093163221151030088205086238115148165072013214006004006152098056162159162153181067079176168162139078069253132030051165118134096145058225101093126243175016234145220159207242206067191025110135157075064253028030212082024253144135182006238093110173072155133056043121065122235220072238001148142173203027252112211222086101062252222230010213048136192136097029167191162,324,6.979402861559814,459.80246913580254,6.39183041422003e-14,-0.13973482836216533,0.9930080481790524
1839,11,13,0.15580599999520928,0.15637620000052266,0,0.0,14.9,207.578125,207.578125,157169250109160103022227069122067213203027122196178093019161017172176168056018189050123100184138045103002175032019068230064024002108072202195053198153032099208119114236014013204069156021079078190225033028160241098230064122049045203076059196080012153211161172248121246245204115191016079169040035229109209103149230214195002045093223073196115153153099208228000168190018124115156093158219045182112235066103149101135073130014012189013053115134032229164084231189246245132195,156,6.503100295674378,342.8717948717949,0.0001958721647669524,-0.03546110236568921,0.7701316615466205
1840,17,18,0.15253890000167303,0.15488210000330582,0,57.1,16.2,207.578125,207.578125,112241100029148167223024241080160186116035064218001238226086086058019011229097020055127103077218017013070124009167156024013136078133034001234008001209131208230139203011038097020208064137194119017172201029168033129039108075013098075035131178087179180208149221019000135055087106188181194218082206121064215144232069013183016133041142051218087238109236052255203161140184117086064137159119017126161029202198223058234080016133147001064106096238005177105033244210218008035106033232148165079206161063122167089228013136047133041230188178035184030236075226149093248008137184029190037248017013100250202228129255091234121228251096188085087143221236063188019000,216,6.680570981396557,407.4074074074074,4.046986883731162e-09,-0.12153350067841076,0.456007068560375
1841,19,12,0.15272869999171235,0.15605749998940155,0,0.0,15.0,207.578125,207.578125,027128122042250001182217238211042208003152204017040208005140144069181051178141138046181165228199119128042042250001182003113054210073223216132228002032181196146189207195071056082207181029012029238101194159214065182105009038064188223106206017157032183249173041207131043141024017159208180103169197086159214045195228238150152214179106137228004096181116096200021118247161240227120077158055238199058006066204187217054074070073062178206244,144,6.4606266300019115,343.1111111111111,0.00018949345058435926,-0.038479613045715594,0.979081246462542
1842,13,12,0.14899260000674985,0.14886030001798645,0,0.0,15.0,207.578125,207.578125,059034066201149204078175158000205067031189061139235245136058051057063175192174033106194080040068014226181076106073062207236184036145031056079139075162175082164065118090114174182253002048246230172021205094016251031111197184019131154199093235043245211050083129255248178182065200016144193209059034066201149204078175158000205067072207020030235162090058091051045248210182104200149165097113059066066254106067062189044233036067031189061030,144,6.397117970087143,353.7777777777778,4.0938696127654476e-05,-0.04027038440891106,0.7232484053540689
1843,19,17,0.15033410000614822,0.18563629998243414,0,0.0,24.7,207.578125,207.578125,154191004183011068227215085160231130131195232148046215065193078129173120134182128193236048092140145180015179143174111191220075129130010206106148194215040076204138171154004081097172008061182014145048015177100198228215081166010096136034229116203220042206072096166157134081128197099178052008252048000177100068006088056160231134101206142121162220040076204138160157134187139202110048091008154095141179137174009085179192231235131200227251196186040197067140036245128086128032131054208014252178000062011068015191088173232015010200229148070054205168067140036119128180128172097178185140145088004086011174009090094160234141,204,6.614324177533099,400.8627450980392,1.4113348426562992e-08,-0.03475024442357423,0.390657380752778
1844,16,9,0.15484880001167767,0.15291949998936616,0,0.0,14.5,207.578125,207.578125,048252192127047248233034054037131033173151113133087099090210121122057083142149051108022019177255074134137164238248147029244118017104173076034168041051238085216219226193142029219022063251151195074061082072120248050091189108208179145031015062056074090195074122057146079048161118205067177195220252027101120248050012142108211179,108,6.141325812288557,332.8888888888889,0.0007404040784336046,0.056036666427938066,0.7410738787559259
1845,14,14,0.15288830001372844,0.15633370002615266,0,0.0,15.0,207.578125,207.578125,214158165061221159075170168024173031234123180143213232006159140013120039083047216133064152215010111051101116126060235224203172023165048097147005111133220095127183193206083088216038250107158167111073178254244182230227203213073127234097119005213229198072140122193132109203187038250107109078012132006254007242139067017111023191042002000236111230165050053109139231254044108098250053109078111253198061089027235007166038205251073002205005108146101133245000193240122047108060009107020128111253101061189252139007,168,6.5010693008203155,386.66666666666663,1.8951773544250286e-07,-0.08813492037049846,0.45572692686874716
1846,10,11,0.15100310000707395,0.15173779998440295,0,100.0,17.6,207.578125,207.578125,152227195039175007054127215104041217070011095047237034023150045165014170186133120151115116172222007064195134038094166150215077135068049150117123251034080155100053041025186175053090115156172055008064195124095083166194242022041080217009207005011034185177100155205110196098134125137118002046005247057040156253008113049236036068070011095047237034023150045165014170000108075125137235069029239247007040,132,6.288527168518929,345.09090909090907,0.0001437815541683093,-0.12055852608544615,0.41901950384530595
1847,19,17,0.14838330002385192,0.15304630002356134,0,0.0,15.7,207.578125,207.578125,209224085061002236104000068252229097028244060134251232118207031022070137253202092097233139079060238198003049163249022184111233177230017199146181101092254082018100071133167040219108233244199060089224084002163113139180111233154207008237146050124194095229072125017223190127232096130134210064186249085048065236162184118093168207128210037181067219254207072125109156213000228108151138079064186249225172138236060180019093006044017210187147251092193153052100109133190202190117189220199247112180003103023236026135241218142004029198060134124190149195030105109163031040190117035138211127238087043036027186037180068195151082,204,6.776503008782729,338.11764705882354,0.0003736511175760716,-0.04391038033596944,0.18820286052158286
1848,19,22,0.15231410000706092,0.149632799992105,0,0.0,16.0,207.578125,207.578125,150088089247016085013113173160187099146057005236038204035022126188173030192035068172122077118207036026076087016023033127221135045254252186057236202098193056227226036190086035216133122118088045122106112123016023188113200135222224252202057203202204159138207017184016071054199133116224228145031068126021092048003195239160060114204057057107196108164149193135042176251017068058116081118045056086098101175037017157173171050206226038044249196108141102193014173050192177216151200019068191056233060123002025033113079160187245247164171215196069159102111014138030071160068185230095068141122088082249175037003157221041222220146040073101067080131102126226132190213013052133150077099060010068222123016023033127221135045254252186057236120194045022227014138175231083214185230099006131056106208249175048188127,264,6.867263426305358,401.21212121212113,1.3213559413526329e-08,0.08070654396532934,0.3387465264694036
1849,9,28,0.15304060000926256,0.15824359998805448,0,0.0,15.0,207.578125,207.578125,051117203156254179140196059217198054182175012175239110080097169118239009067022012172016122209206071165126219101134025025059053010196187052072234239162109157169227018009203198161157016139221030255028154219101226109228124173042125032093254127087162216204248170030060203093175231241194057119223165126063151030129025234021251056182232104234166216097036091227030170177083057172106062154030255148203063151016180241124228010160032232104228225110109204085170239164203083052021201139221133002117175156034091080160114000078173032161181127225216188204085078171049177083228124106204012038255028154156243091109025124081078054103012093127239110137249237227207088250235093172220122224030073028162110107106080160142173247149090052240158166162137111028118207028042235012233016087104133210077162010034106109082202217198125090052101071155147188021248170171049067235175021201182012030187077143215198106023040223053010173210213104127166110156249248237030049191039175021016204221206014238154146198087080082055056042054103228185022,336,6.965433536632435,464.0,2.4479634760598092e-14,-0.02503476047778938,0.032957839107689235
1850,19,25,0.15780739998444915,0.15306529999361373,0,0.0,16.3,207.578125,207.578125,043224077117054017127009234060186143114061050090252223007228160137179138215252038098156128125041106034210052054195111084197185251125114224009023252198213013160178163138232108244238065125125006246174210059133142227240003185119125128124224090211067152203060134179119199177038175156187125219043050159108240042080156234213142114226207224254236067250228060022097032232158038155078031160212217219159052009070150203055044103237175009224090252145213169044022047032026161244175000206148075106183159164156236162133234060251176042240224202177083250228185134110119199099207114117031125075115127066233133195080133167238072073226207124007121223213244238178090181091108038114156187109006187050176164133017050084118019119143128050240254046108008054060091163076232177244098209082248219246224077059025142050133003160072176128050061090121198080228060137179232215252186247065066175219187224077052084042150084234060142176,300,6.791463514532274,522.6133333333332,1.3911726707746252e-20,0.05324745783188442,0.9012385466578658
1851,16,10,0.15348540002014488,0.15376390001620166,0,0.0,17.4,207.578125,207.578125,098243021064137208120171184001230013007014058180011059194208032102175099046056165191182000247105027102144183123034132135207220176197123162139175167102037008190026214237017015137058110161247142098145144234084250159201207092001213007222067198069074062008032132175237115015137226126124108242114227103198137208046201207220176188007064221052085154148134194026052053,120,6.308770283018374,310.9333333333333,0.009517664273927052,-0.01927306868778864,0.22686817209727783
1852,19,21,0.15651640002033673,0.1566296999808401,0,0.0,15.7,207.578125,207.578125,128210029178148186045029224211129049246025010172173255194050179076167122097047211085249139243132044155234178097186045211213150216227246199166110090129210252019130044243097063173155137069243132144108234124232186049195165154083227138048083039038045126050205142082122179063029085073069120152082108148162148116033211181138164227207199216172173008190236031187044143175047029085055151143148144231234002161077093163107230164020138025083114173033190076058142082202175122211155137135243177140190036174161186227234165038145033207048026114173255139240115142167243191035029135137069120177082178029002193100104207107138141049207048006172090129126140205050238186031047211222233206170136236231234174161004093195185230164157191121010039099116190197115076238198179006109151,252,6.738924221301514,436.7619047619047,1.0285702604386505e-11,0.05501010888445119,0.03651501699111481
1853,12,16,0.14815349999116734,0.1481410000124015,0,0.0,14.4,207.578125,207.578125,222019186139223033066201101159088178208002162024208053006252030131181010123157172075001239017140223189254106223033024091019025183185208076036013012053066207090094069124052156067210001105164215106231080196212149025201087133222246159002023066209169178122081004000250123210043151001221120120106143255139144033182020101246222172208076082067208072052019030240175078123217053150069239255146112143204139223252024038249246222246209049162236209169178206081095000078123051197034001220011140154009254197144019197078019246107178208003089236101218219207030234078078052217112034051135017228,192,6.550366360349096,426.6666666666667,8.576867588492127e-11,-0.043658481985346866,0.13938643218992453
1854,8,31,0.1518649000208825,0.15407770001911558,0,0.0,16.4,207.578125,207.578125,012027062075163058148007097158068230092157146157255132128192155159176187135073014166200088091104054248110050235114224068053082241088189233033247099019208054178187172070201252094229200211156199192248084050044121148010154082046068102233111185099015128233016159248077122198083093200079166056054075169050124181148090238221046230189233153022232212244126203187176090135178237080225131184056012176062050085145224178190158126165233046153001099212234117016096172014050226094166125167080208012111084075163229176007154221241083233233146247244173023098203159039129050073014080062079166101203248084027085114176068154082010083054157005001009240095054191096119187153073014166106185232038040228026196044181124068097043046187018102218185009160023192155187083165189073122080225131166208215228181196163145196241041038007230189205218185071240095131068124039165135178237166125012091104054243110075247121063007202002090165031205005001099024208131068124187077237198016229106088071147131027026196088058063178097082185165161144146022071238028126203124077209135010014013177131080038131070062111088058063010053137007016161205153066099015023126,372,6.9484186509374615,515.741935483871,8.197311428545521e-20,0.03886088213628269,0.8368946604110752
1855,9,11,0.15320709999650717,0.14838329999474809,0,0.0,13.7,207.578125,207.578125,047061226239114206044239038078064041165157163163224064073250167048208093233181106232105086011252247009014038165121155142056095181107220164058096224247175131147094208067245140106232022225087036230024110254114121160129100032032018080219091152016032073160182094039244204106157165007163073105223006033202138121148181145032247158031013025163166247175022127230159187042146004203022255254211195177214144,132,6.434323475320721,317.9393939393939,0.004462627850198318,-0.03239349722534236,0.324748545153267
1856,11,14,0.15032549999887124,0.15047349999076687,0,0.0,15.9,207.578125,207.578125,176003017213056045062213181021183068047129039195186000245146193222124110204189138192143067146019119214010064255088074109181163087098094239086195049027129146039227103093184200145029221166146032006048215187116203249048115144073209014239149035049251092071180104018216158200215029072088071032086003241187076203074094181021241103219244107133212000212161242029124216128166111180251203199019006187210094204166108153176069194022091050039182047027212071175175161136011123035115061155026102119048215099106088249094,168,6.628604550613295,316.57142857142856,0.005196365141709301,-0.13816189111989638,0.87020272957846
1857,9,26,0.15179669999633916,0.15086860000155866,0,0.0,16.5,207.578125,207.578125,040064154039197213069251004068219254095234192243096041229197204042003119168006070066222204192066185181221215130032117113083006219210180088230002241114016135252231047010168187070139050240192088147247040096130024111109024141138212121173236121029035044197061042252091026246182126164057198100216141040092130142018016004141150228206246230137074041054107183237190164227189060114222151192066040064251070197223254113099246237228034234019002096114044012005188082109088068170179101123057063216076016059227146117054004141221228117026019062001228054107214193196164034141241066099123057100185074221108207233018195232234150210069026189002096110044107183188196010239187070201156204123063147124209059249024018195095177102045121173230062070035167135005231190010227141253037101001240145159007225092227213111060121124219021121139019002074035026058071042082230211187070139085123123066159064134039008243073195083187209131069161192002139110075135250237053081,312,7.0475669546269435,377.2307692307693,9.74448940001831e-07,0.042260671801684184,0.6076881523150954
1858,15,20,0.15079819998936728,0.15593199999420904,0,0.0,14.7,207.578125,207.578125,207043104038056127078223247011235071242083100045202179211037154144081127231049175145017147228093161075195018174036151023109007223019081016172077202191203123087093029184185200244254196102222113108043007114174127201176248011223138063134239077013179144237150093094130185005110203009074071214108043157235174112086023247011235071254016104138158016255174012144049184185196155254150205209214185031104185099127086156247011223115039016239001095225084226057081150216113107193104093147021030108113092114162229078073109202064216107083172212197179010174200144029236181029251189009193021136245068207062162074197073051164030071011075100025197102203182099164005236181005175058009009209017245043207125099127013132180007199041160075163119,240,6.826592056297993,385.06666666666666,2.514531861875158e-07,-0.22972608468149905,0.4316034011565817
1859,18,26,0.15569590000086464,0.15689490002114326,0,0.0,16.0,207.578125,207.578125,231246014075061017043114165077041234060143111032093028202202218165181082162096011018091100006044064056143018032031205126195103037128022150075117004018236157218178081141199024211069040100133226038133247147128006152114165020088243242054058046253196021221033022076035162203211111002100224006063133247082217191205126229026015128048150075093224018109187060165236052096227211069131002034032130133089056142031043086178103088140048078071032253161021202060216052094070199182069040100034095038056078235061199150176195020041083020207236246006196187221060178236141191024211099230027133095063250087075088096229114100026013078239150071093006018181221143165076052017184182071085104083032064093036069061108229213231169246243151233075119133005238028242011226035017203005028085021068135159222036075128199233013178169013170151150075055006099236202254240052116199161116099230027083044159093036056061017043126229077015140151229148246004018008159242011181118,312,6.872227312425353,472.4102564102564,3.472008139601911e-15,0.0504187490433965,0.7949940777409108
1860,9,13,0.15628989998367615,0.1564133000210859,0,100.0,15.5,207.578125,207.578125,208030182072143046133155037251038035067057252044041223022249193169214120012199182247191178075153103030106073087153221044167227070185023057036250041104245078066241022120187243182163243210223152229092094161027122174183204251065008040021228075170168118166090218037207143243250239016181156152012030182010248238133156016144114111091150208044171168130205041194034120163243197116167158043152051198029072124029118111167175240035244021215184041003022166192194214076012119182055,156,6.60018521251878,316.61538461538464,0.005171178228265637,-0.09185621378939732,0.9385862726329857
1861,11,25,0.14786240001558326,0.15642420001677237,0,0.0,15.4,207.578125,207.578125,152037074071025008249213141019021043107130049151005196088168030148005204034228032237187255165223150037017071022031238193130019134051131125229131153196052188058229230171092228028146086071034094150137057184230008135056130131026084107017106092033236140059069234045059034059200237088255177011190086242063022007238070154092134015107252066004029139052044178121005204082029164146039235122032097126031200065143106081213122077163234149157151116156088016178148045179034108073182088018053120117112057198158007210073030004062090191242157019033236052196109109094059221228164197215052034047190037074198158035210030166116026051234149229251122236215059069109045059034228073182215147221179230137110063103143238109141092234090191218066011141156167168053121094228177116164182187235053055190014057147158118135070030151234163191169137251245147032069058021011194009099200182187235165080117014074198050120126081166116134219,300,6.977436087044507,377.5466666666667,9.235713091025452e-07,0.024591268395017147,0.2881344140283941
1862,13,21,0.1500491999904625,0.15039180000894703,0,0.0,12.9,207.578125,207.578125,237144054237252204004005159241233094006194054140196043135168249168227164176103233145019210211211026183082116219204004201046241141054080194111026160067135168172241112227055144206180098186036031063159067157243125178127006164141047095151021178196243160105249241147242159224206225210153252101137083076014170125126005095212233158095194113171190214213177026065005020055118013145019236211031026129082014106012231010055164156158182033094249190131177168096100112204212144206145210047084211194159054069219125086045202100122025080194111157143243177143111182198049212103040180019122211016194229082092194125039045202164095007065069071106150043177076137128020253212072187145098047252070106229125237106090178236046050141007182069113249177214099025096210005049159103013073,252,6.71171193187718,455.04761904761904,1.8724571659768936e-13,0.04612138938130774,0.7870267987579014
1863,18,18,0.15055520000169054,0.15063839999493212,0,100.0,17.1,207.578125,207.578125,197213249095210086114023255016153189095024222154090166133112201011122077063068238200091125176233216202168066120188003070062027088212222098022177122007047192091138161028228119206044233227202233177163105158210215008243148027088003164066071235000039133112003240251221078221099200197151000087197046105181249161008077062218044089041181155235090185154010194170219028101028021044172227107197197163116007217228114223167177051201245056022047158012243001233208161192143001021232001138088128174230163052131125082023062016232121164240071235000208094180233170208169101119180146033093107197174014049158163215169055053177051089095240237003129185004192119240219169,216,6.765591944251188,360.0,1.5934272619916046e-05,-0.028532100138284316,0.925482783876487
1864,9,15,0.15020229999208823,0.15097369998693466,0,0.0,16.0,207.578125,207.578125,015160007222116121200028121154109033072029134056006020135052174188133125166252052188072126052083171010055039211105015115193125249033084114233227105091063237211188234217001140038119177014038079096008119163204146000111042197229114072045251255121243248054222091078125214252241107053170227115216071055204211146000187042197249218141165062040118075183158158241133169171204121119177138140115063024119116204105200111211154093165039109233227123160250054222227061169001131121174069217255083015119191027163178200079158014109213072096002195209128080158,180,6.51400160483887,394.5777777777778,4.543846905655904e-08,0.0509808453970351,0.05635656507442266
1865,11,18,0.15525569999590516,0.15678220000700094,0,0.0,18.5,207.578125,207.578125,216079063129198169059040153103199209190147081141244004227022030241235142072247167180075002005252216123245129222169147001153203173176224242253134047249227129030117048026129169015214181092005252245216022041242177018045180122058077146152124141069004251235248126048026072044059221220054251208112211186119242219101200153103176080119190119007069205207138183221048068168044015126083161248115112037019119119169023162180016083218224242124002047225074167050088235104034169035183220170180025185211246227222076059200053078028209151242224141088101251124006233066104129169197082083161180228092079151138222219242169053103083218119023253007047228251138145131048141,216,6.661396400609167,435.8518518518519,1.2486769569228511e-11,0.09965710688179415,0.13337973766322686
1866,14,26,0.15424370000255294,0.15352849999908358,0,0.0,18.1,207.578125,207.578125,079196135195229013112108229032125020136185146107038207066100204005172183064078136232082073237110218023210195147053022095096202175158090231097158089058155151163128181224063250100011167165235008048206135200138223147224147076241152214152097180115185068142186138172193106111132011084073237014110028011028236044022134229195151029169231075191204060066002047005076052064111125158050047103218218168217233185223229134236076123107080238075103172185199100204012195216097078125180082047141132101061109240178044016117147159027107176013023232204185155225047230070050064156002180216165237226182200011016138217022010096181248146169185120232170185155232144082195224063069087225216113225110101168011150178213028084106202027029131129148135115185155189163106070193179154011103167122141251086168142159006090207003147064164107176107097191038090168002144106172224181016136107141080057209079168142240178223022224147076027020060109097109170185199110155089159193,312,6.9240755283032875,457.6410256410257,1.0435896667708942e-13,0.03165305307138622,0.4878749723404976
1867,14,19,0.15748230001190677,0.15237799999886192,0,0.0,12.6,207.578125,207.578125,189163226245012215047239066205005184161067195111083222094179207128134170103173138058185244141234056097009186145228086001113205115207137247242000042177052155033066030170016156088159126199098133024097226039145215185153213237129029044152243219086222094013032128116075250010170172123231074202082062226186083171028001062089161137012247029194086028198236207128241075017156047191123199244234149097102080148065086107059135238029102090029235148219176236087223084061056025185159020098199094056223210081083171185004081104161137012228195235148222177113008153103061149115170058020021231133082097102245237054145120163064115144137152243079203162039154182013240060255157030213145099074133140236009245,228,6.876406680679586,326.66666666666663,0.0016099532335477628,-0.11040022772341057,0.8493902424478965
1868,10,10,0.15752510001766495,0.15318710001884028,0,0.0,18.4,207.578125,207.578125,094104128002242166196203200154023043229106136195227151099069118051254253060215148063116002126061207104212025121103125105101052227134105215044195023046196099249092101018037065048179066160125172094169066047122201221134067052023134075106136195214162206069209092220152056131028176239130126166170253116044187166075071094188213016109095000122248140078197091168197253,120,6.319146220500345,302.4,0.022191574374378634,0.0016258487372886729,0.3999024063424599
1869,15,28,0.149484499997925,0.15082740000798367,0,0.0,13.0,207.578125,207.578125,171067100217207245023145141123133221211247141077057078119159212244010115247131152022091119234128052236100233247211223105141123042156164247041042216058076173075060242115015149226104030119099166120067051058207211224105247242107084159200189158011058227090075060201054137049042225037076204150074236100118184197224024078242084221222182083091071068227159007181093193247049060104037050099241064152135255247197210208078190084145103041108233006123056043063203123009088049221225037050047241120115051002253046023024025123084221164200108077006078050232112249123215104165215199030180088069052152051217028211234170194190042145159200094042011165180167053193123193088049060247105180252128155115100118194046001014025093133221222247108172232001180232179060093115137010239028100076034128052146100058207090049024078010042169159025102125051058076090179249179231104149060144221119204072015215135058123036023024063134084169225182189210124165050090179181140072182075215083037050034069064101191058194097234208194109107084164141083233,336,6.892629366489694,528.0,3.412041385607843e-21,0.09868786974583625,0.20526863026203968
1870,11,30,0.1528571000089869,0.15600459999404848,0,0.0,14.4,207.578125,207.578125,213145160047159166128070107097210139003196150177106173027207031172030239180203215179146176103105104016076121030231129189042029121055160143156068033027230145078068246175099119044206210103057040148081070050030166208189214224120124130105156089221090154145228026246210169203135179047176055105213189013121072172252145137077132203255069112083033173231039079074168240079119049142146027057040213091160133095074125016124171005182160105221238160173154145079026233018065138251142210167209169105179177218226231252179124171005118191057126147096167230108031026030240163119217179146069204212213189013121072172252145137077132203085143092083157027184237243166168083094119049179147069038139104016140218072091193179097224120055191069221018106167080208031102233174163138044121047026219105021172177212072026060172042161210055003105097174130167231207017231030210065202251179146069055213021081076047159231193172150067041182254196150018033027167193249102020018030155049207239173209139223172013218189026060237137029041097072105112174130173182045014172168024180202134142037167103133040179140197162068125091,360,6.960709792525645,521.7777777777778,1.7280216541191776e-20,0.06445080944960907,0.002799493322139579
1871,17,19,0.15684239999973215,0.1602396999951452,0,0.0,15.3,207.578125,207.578125,247185105197189139148039032210188080034108119154188100076221116223201150123209056085118002171078191211052213119066206055102049239196095108245072225048216125057133176012026198056022197086100082249196105197029140090254122154038196067047210220040120107183099007223088123113112022015218232249180195052213029140131100125251038041088224175210225100017221173162083088061193234022226086114089163195036213119066206055102049239196095108245072040062066183055139007095026146112069226086114128249216036136189140090055032210038080005036184220081100216205127195223002191008234063226218232078247144052136013155035048032129149041034069245134241062010125127133093002191113056094164181100051123195105010,228,6.787355090662928,364.84210526315786,7.4607430908758115e-06,-0.1012360903701424,0.888608098112293
1872,9,10,0.15675359999295324,0.15673019998939708,0,0.0,14.5,207.578125,207.578125,222232144032195234224008020172234136093108047157034251244227227009196021149141015162112247033251163011220032211054224041024148069043093174054157240046250175025204039206130148218187008034064251102071040150211047053057121148040159060020227224141226237023056000202021058055162172008254237251163255063251022155216008121236228134231024023148141226033023025219006002,120,6.184980674916096,366.4,5.818506290636399e-06,-0.08177119122604637,0.08392009340357309
1873,18,27,0.15692169999238104,0.1566428999940399,0,0.0,16.3,207.578125,207.58203125,237159117246132214200125131043027115011215061125111122128133221105000197029028079202036235218002156015187175074206029023148043226099101208042036186222121133122191055213112213239198168240180002241131012102074184006011147066226243171190228234182126128133234117183180116000079167241133003030125238109023234206006125003094226099210190064132215016183146019113202012013012247187168236126115237238027246128118112122226051151170175071189237182126125252011031000194116117235031081240126030128238140023237210017023147043027196210112064128111016012149221191214168108027129191241075020005128131027246241175001125148229155099194215068125207126217146106113055213112000129070036252019005234056012102125191001019131210044099222186064234207176012137011117055168141117129113036157020165253131109011074163145122250094151099210071092132186023016146106113202172108027033209081133126203125238109023234206006125003094226099179208092253207011121228106024167168013187154031241129003115156246187102,324,6.7745028135261585,575.1604938271605,9.152386502727337e-27,-0.01518857069354933,0.008897925083967806
