idx,pw_len,pt_len,enc_time_s,dec_time_s,correct,cpu_before,cpu_after,mem_before_mb,mem_after_mb,cipher_digits,cipher_bytes_len,cipher_entropy,chi2,chi_p,serial_corr,runs_p
9871,10,28,0.16355589998420328,0.16365569998743013,0,0.0,15.4,219.75390625,219.81640625,060023109023046104066145015136121161186029129010193052073162089184229002034175124134027070166204188238091203100210242191150151224062206198047243114179108126171022253143237104034053150094210241059203162084065247242038184248080206102067047197193180093061220099226022237175229090220238210212255211024250222029207191167151148190126067059064130154093147027099085184237152085069171154098062018211091099065232207225015151072185067044059176029171243162089099033056200034210090111119229241255084162203171198242171184075162125009179182048181180093162172085023251167152229069027089075212139238047033112043133225150075121144186052129030130065073147179137033056087024210090179070101187059023182211112232117145150143087144121067047030002142003135179022033039237024034242111070075229201033182212089239207191184151148125102051047010181003176162172085085002200024210197150089144124035250232023157029117145056008080144102009047176044154134126130137098002087152034134111172075241059250091099157029219191130151215144249051030064,336,6.8794691501097525,497.5238095238095,8.110795373994727e-18,-0.002488236808109013,0.4827147211320677
9872,12,27,0.15177469997433946,0.1572712000051979,0,0.0,14.9,219.81640625,219.81640625,237141033177135170175191214252121056172034185059079242009247047220202133195075000026045217127092104141061145107145083155058252121207148002130216083144068211020185006110195234207249233217088037213150061145164141214184205048121003172163078028116144009028020060135133015167003250198188156127237182005093128102025025021182066056176164248065084083067028015069038170227136056194009188179188013048124145156170245155205182065224148088185216079191229211044060006207185167035217042147095127034182135114107073025184209177065207148238078056079245009086047031135200227136207120139127254127237204229177038043245184021016098224172033003247184191197211227220229105192080036217042095005120206122061170167141214084245074195056237193162028242083197081174069006114015080036250233100156147111048033016107138214191205211101207017238003000079191198081227243202207228136121250042127179120238085202114167102084025058048056207183034165059242112229235015185202114248136036053140147254100213122005016,324,6.915154806874479,462.962962962963,3.1059430292214625e-14,0.056351527776646725,0.0780065130729759
9873,12,17,0.15501799999037758,0.1551908999972511,0,0.0,13.3,219.81640625,219.81640625,103140121172105095221059131160067146040238213224196238145099091047019025116252023107093143101206038052190107196146231001078218088146225138118070119255050044233014207025242027193137144190058099202246055090218146046252017041202027040012187224013177023206091130251051064205045036002190058158235052165172133184198200078238149232040138103077119002115206156021050254156252012217093143168170038194104152133000046078162024088146133067103108139175109143233156207018064184038137120041058170240146121172148078011200017238088027009240154119119002145158166230207018014247128137139190137143202246121081218179074172152041121205,204,6.648733736399049,395.843137254902,3.599528833106135e-08,-0.15173291255390609,0.6513843292912327
9874,9,19,0.15417550000711344,0.15481850001378916,0,0.0,13.7,219.81640625,219.81640625,169098154068225248218067178122085229168118106069181163030026105065199232057005228199152134049081240097135173235210242044133077126137171064131069239042052154027027205177012106061111194153091225115187088068073190239064152122125188114118131237101041041154106046101178017051238181152019219082240098232030084190090044039101072060218092118079239001001067185155082192211105061181152134081062025014232205126190080147244080247054237107118159005028088025217024020177017218123236193154238139219059050030084189131153152143125230241064227198218163091047006046199177096186238111244172219020121014154114073207217044244102151060114107105047240042002154106024077235017186142218075177238062121098154173,228,6.781557325831163,382.8070175438597,3.7355907143367143e-07,-0.03492433200641073,0.21988828715238373
9875,19,17,0.19128009999985807,0.16366089999792166,0,0.0,23.6,219.81640625,219.81640625,108091097149186229020084075112016154097001197247080172126030062002082119226131026003190027111222148149046020056188163119122209126079029048156152060121095230062035135003132206118078164086186196134073044180155229236058055112223022007221016025156013126169211035052025226109085078050027027082224073013249214229077027091136126205007001118025082245095146008108052117132184033032004058084222224163064034237011163084091063049205007001170034038066051197132035082003150002085238233070027196090120064200186042236154248030126022189017156068029066051146226162038185226222087238202245009011053053046034087070020070022063049154,204,6.707683891050828,358.1960784313726,2.102522636244359e-05,0.06922208886912877,0.9764918372271685
9876,12,21,0.16421799999079667,0.1643677999963984,0,0.0,16.1,219.81640625,219.81640625,160251054057099145014005086012005136095189201116212178007123111189059036052209152060109077052157079191213017059114014250199056250214200002177092212128099011005028101133215046119211069019080173168143151017132066062113020243142202138215042030079017127123111189059241118209152120166236088233240143066013059211241150247082250178027215042092055178061103206028087133028046152219089039106086240028066242099225014150131104097178212118213116079234061152049143176133076050236233166019191098011143173242099225175005020243142202138215042030079017127123045104196030163074236219166220088014216251054105192114175150020082005186200002042036160186156011206044087022118066236233150015088157196191213013015066062158247056142214224002177143117178156057254255087133040225015183,252,6.75495239597337,422.53968253968253,2.0017524499558814e-10,0.004577870568376011,0.9368882472496647
9877,10,15,0.16186359999119304,0.1557322999869939,0,0.0,14.7,219.81640625,219.81640625,156104122016106081200109139012233066178112215238218083113198034085066191187212208021154029064223156243136217106218250053252200123122113112142213185168019193114003201118227132190166237127172223040250136199081054200129092012219122032025214117110090119158199083201161227212183166058038073223112031179115241105090050063101224030113218098183130005196249217145190018087212069209243126123193040250100116053173045052149206185044178110215213025182113198176003201020128186183045094189123107041243136076053173200086103123184125178130233238025083019199,180,6.695612471149386,323.46666666666664,0.0023623380346718616,-0.1164804683635166,0.4280000194410898
9878,12,9,0.16403960000025108,0.1639957000152208,0,0.0,15.5,219.81640625,219.81640625,149020037048088067102057100006040161031058136092048033199113225193174240128164018146115045123252099188008114166128210057046010068166085058080193048205094025171068174063026164018250115245009072164059037247151128210057208076090228208218136001255014234030225006161193136164029011031065163072164219111114184067255123034009040201,108,6.0568867800777815,361.33333333333337,1.2957012239365217e-05,-0.12421781178884057,0.7146250469042692
9879,20,4,0.1639279999944847,0.15881729999091476,0,0.0,15.2,219.81640625,219.81640625,068167175221086140048204172091165074206085138128240058165028126212187078011135120077155079222017212181070071179210081253228216206215138062061230,48,5.418295834054489,250.66666666666669,0.5649033695087078,-0.13252841686224573,0.2857817474632225
9880,16,11,0.1602357999945525,0.1638055999937933,0,0.0,17.4,219.81640625,219.81640625,003010053229164026169140139131204100121118170157063130032147162135146139219126176171024028169146205079124036164191204246074121072033023118042211102243052135041062058250007184033206053224033252069010189025175241204068182183072033055091170150102243206167169194095128251254069171157185231220069062248109202191001068132131044193191211033029063248032105038074219128181126132206137210157252069068243171,132,6.259176388360389,368.3636363636363,4.240257509058299e-06,-0.04195499370386723,0.8542635839328894
9881,12,12,0.15893629999482073,0.151201000000583,0,0.0,15.0,219.81640625,219.8203125,223105095208018128153204009095102058028122071020109000154207240126001002103079093101190193191014125218222071139209059165045189150108046015122005059215185235240248059063103117104065005168191175125013041004226006186060016095083108235055099020217086013109194240059132103244230101013140214088072053136243226164014232158189055079038237122072236081154109197075111132118130220199056168191095206097217243179128128127221095102058157107099038,144,6.497051022347999,321.77777777777777,0.0028793428169992374,0.08817775955882384,0.1938809853845298
9882,15,31,0.1531521999859251,0.15616710000904277,0,0.0,13.8,219.8203125,219.8203125,217007002037037251005207021232143207067064129130248025104215216094127068132124042061027185190017149205039127167250039039123151184193197041178130145154102085048050153067098182078017065081227249183078107018202159039039017034013237071198129139148080012056048051044171049089042066018086156031176043107127205121002146123196142193067032178133023028142215216123113067006048006017119058227022095205088037239204088164016196235039197064182133162080012029216050031097108053006247062012227122220043011144037255111207017164184164042068182238221117059049048050127045049003036247118059208249095034011144037204039165038202139193067032178133023028142215216123113067006182035066062059156249183075107037163255088200124161235039045041210130148047012063223087127067108080074113244086176249095120039018144145107193021196229161035069219167145025142215214089027077007053074066118063086051149205011144037204011146021151013039197069052130162154013098178123031045132124204113118115190249095078011037163159107207147164013039045012220133145080097098048051113067002124078031244063227249095079088144205145088161021164184200042069210109255117104056,372,6.945256722429989,546.0215053763441,2.824064137066662e-23,0.022155758638371666,0.6708759664416197
9883,13,12,0.1528286999964621,0.1532407000195235,0,0.0,16.8,219.8203125,219.8203125,121035192055195095061211062253088226044207166139078082227112224065044176013026236184058132235034008160237079178114070168220168083134206196213149024188065008205194048240088207035184073247218189029117158248214227070254130083177134206196173105117071001038113142044139024086236173202169143062051178128043178036223049220168177233001188248139107174122008113093189221035008236173049007056062008063124055174114061141220065118226144160068248,144,6.406637480621235,346.6666666666667,0.00011510290514509342,-0.09164212829107381,0.5622842141778361
9884,9,31,0.1549648999935016,0.1564098999951966,0,27.3,13.6,219.8203125,219.8203125,133178175002238014067008209109141058039095169041157139210064081030227019230129151202168199065014147134196132169073252145186132249208036058014232064181180119081152034230105098098226168059206204173082036214160014067175087226141058019208169079116044210018147145034059105098086202156196168014133091039105136238158135005123161116230057207123018181230181081185033059065037151226159005087207111177039214169101067008087069161211206217251123181237117157055123022209011228085195168162072169133077131035047047182135216132006018206095047196116193045157121135034210096125098132168036087204173134016035136073136109206176249211206158104232157163045211147135194089065228098226059036015169203115219226125073252090209069096088128058068041157074089148055152022180096107221202159036171068133077205226073136119110216132006018206095047196116193045157246152194210180228086023099162072047203178229002136101208175240100239088172057104142018193019157111120133180128067085069117199105104133077131011160073208201216109249116036198047196139074180116111243033089096009048168156036171169173177205069073136119135049069096231172178038123064163045181,372,6.938054278391051,529.505376344086,2.298436986602634e-21,-0.07557064268198348,0.002879923907010973
9885,11,15,0.15737910001189448,0.15767570000025444,0,100.0,15.0,219.8203125,219.8203125,186165127056148209140026041253134158021241241230105050199078064173052038067101147254120069096196171128127046233209237073007194035158092083135251081047167119033025107161184024171021147096118006147184003022199116240084007210217158232201168035032023199022065146191242063101221215204157046237171128003023177233119012103118013167021201212230032234058119025193128221122192147239049056095237014125019236019043181145022118134219183212212230148234226118080220128220108005142183147000180089243224090023209255237206162235134254021169201251049097058118,180,6.672280632592609,346.2222222222223,0.00012258681920135548,0.025679781008462094,0.15663780966401042
9886,11,31,0.15472659998340532,0.15315640001790598,0,0.0,18.8,219.8203125,219.8203125,076075146220117181140041157135211102250215119233254197250200156181011206134151226010085142225025171172037110203223182161124197050012051237192220025250184064125082181206103112105089085226040074031039026182025007059041122029088054027090018220254169051200123062011112134028142102178221225248242192174182174007158158035169128012029101172131173169232200125082234112128035058129083048040208133172146081025181158242241029211129068215255098025250096016125128194185174251178102178142225117133238128110025223004158157240211036068209077233025250210247156062011171236112215235105142006074133198194061117157182059122034026129068255101098055096096124085128011028217185005237178142225248151198146218117143220076241169050083027237018049117169212122240247234251103206105195085142141167031198073218038179140242241135050237250101077133173034096155123062011112011035160237222142040074076039073061148179233041084175211237027136039049254250051037207229011171128251215235123048225025076039073061254181220121206240109102169255039014055114184247034217208112103035142102083048106074076116073131038143087041124029050129150054077131025072095247,372,6.93017926856174,535.010752688172,5.373363230440816e-22,0.13216823233096844,0.7581139053504831
9887,10,12,0.15915650001261383,0.16124929999932647,0,0.0,16.9,219.8203125,219.8203125,149136157131134031078127164197221237098188013027187195069157126055085124068121181075023198011184137148136201006138140032069007221039053246236014079034080181150064180190068051098075124050011049087096105150204064140212197007200120235246108239083043208255098085064011051051098041030046234239149148095138147003153087197197221109226148229217090034089234119055031190166038131075201069220184097227008098006138140032069178191039235033059142,144,6.380697636916308,360.8888888888889,1.3884343957971717e-05,0.04701079681339954,0.5870315452201171
9888,11,17,0.16461740000522695,0.16457090000039898,0,0.0,14.9,219.8203125,219.8203125,041163241096031140206058169253009189114137101240238004046188023011143100028113129005172186079006108099049069030105015103162035237148013102082166143224185220023116239004032234129014108122190013006148212069066023064091162223084195108232101145047159097032009010047129064083235050091053079006136194212132126169152058149212118159233232165166239224185043169086192101028111100082114196081180137099048037066201042069139253237003091232165143010224078043105011024051128083235083204186212081006038241217030169042069053131009195108233138241179004178153201116019056207015026005012095048180041194241210190023015108244012095194,204,6.702261601784069,358.19607843137254,2.1025226362443597e-05,0.07858933902619084,0.6567141755863863
9889,10,20,0.15976039998349734,0.16339830000652,0,0.0,15.3,219.8203125,219.8203125,057028213116205057138132190073006056067059093043003123052201171236034137133255026078066176065158041177005216238238138132190197246133098029142167035194094056247236126023239163205094166114112054129164005040145178020132108244007144129029228010050229246239022024077094133163234156066114096035031164005011060030001086108073213217251058092010034123036200032024126109204030041078166029070143024029002027060031173086174197007133083202122216034195199232032252143094255255057186100150096076235061156216061205020070174038038014067043241010004001052113022252174137061030070156066114178054148206002201060062188132019073246041101058142200143001052200171134159142144030026186166150178175057012246248238057020070191073006250101043125251,240,6.808028343415352,372.26666666666665,2.2382182334445906e-06,0.03903434891779808,0.2409112711892618
9890,18,19,0.16343280000728555,0.16327990000718273,0,0.0,15.0,219.8203125,219.8203125,199230109034009175089129115117215106088050078072053119126045058187093093127150152247243015095068141138151034037175044095220040037051034130254136247005132130228165168136112072193043174122240018219138098014166159000045115242173233206130230100045005246088228101093213112100193104116015002018130038251123124179172133067183037106088158254030247223113130178230082213010084152199170039192064141038184038009175089173095175231110088158097076170130126193058187093015010136066189252063002018199058059014166183028173009183037060018130226100170223052045228101093213112100193104116015002018130010109038229175044157159242231070034130187100041223052005178101135015112150221235252015216068027112251038,228,6.564096514590746,522.0350877192983,1.6164590726975608e-20,-0.02473122780532293,0.4228138888510431
9891,15,12,0.16346989999874495,0.16314800002146512,0,0.0,14.7,219.8203125,219.8203125,169088117032180239205148222197205215181143047078020162003054178201143148190176051206073227086228156113016032220218104103222129104155223171166028027253175083135097222241217176159098073065140234246032153047034067015139039197159155186110047226214200176031189150129189124078233098063029021208156027134071128024076106118197205215181042166253141081003031043224247060056041192251005016114156147027092047061225104078041076104227128231146017,144,6.5307645846554525,307.5555555555556,0.013441683559448312,0.1961790983581622,0.23901878106294272
9892,11,14,0.16381209998507984,0.14851569998427294,0,0.0,15.0,219.8203125,219.8203125,068098212140017001004160075232109086195105143210094090065087113193117086083161141170021132067101220188052140178069225039013135054182198129089058217126141037064109217013130234120155086113253059220206212140082115066071152057174096084006204058094175101134003138217086033193120233128113166010135161209207192205048071078111229182038165018058062233211244246031007133046070255074103228146169232041052189178001004148013111174036247129018058094221226244113138117086182161024056224050021062111098052030192208156012,168,6.715836824613613,301.3333333333333,0.024521239951057604,0.03525125966205503,0.6599635908229233
9893,10,13,0.15396969998255372,0.15429999999469146,0,0.0,16.9,219.8203125,219.8203125,012246118028181163191018170105046245171219010044049240110106170172137007133252254054232202170168184167081251238163030245034238121084072228017100023019233113253228040171133216029189151209221116057038033172202114105053213145121003083219083064225197153222122192040143163131034130160153092243078173145112202048056053213025121183044192036156096068233137005189095007250083040017204136170004095137033251066043191018170217121036044072165027023068233113030228113199002210095230,156,6.534386093887432,333.02564102564105,0.000727539765770196,-0.18326602824175608,0.16743343719312165
9894,16,28,0.15591240001958795,0.1590831000066828,0,0.0,16.0,219.8203125,219.8203125,023240028028220120234135029073254083134113076069021044077158161097255202009251214066043034148182068248091034051163017019180127067032201028183190156044109150137073172099082082214025020239080197108070028042252228046244156058202188186034053129209019089237129097146145122211254212162029111034139070020231106151147200231132037040193190076060188186228190055065223005063160254017043156209249139121091190212228234244160058202229201089009069021019101190161065086099070052064017170156148190108248034216051228147177029127135030193216001115209044030170129065048202082150194086217180111249068070103113167228212220148065234218186216114115156174130170129174235153001052064025150239237237041121217034175163175143239050067030146028136069021146030023181050235226070052141106217160162190210248079042106159147200156006202188193231122231042117030237250247223145196168127025077231080182068240103216051030135019180006177091201028136123209019030023204117255092009251214066043034148182068248091034106236046244156132185040146034136000,336,6.9281714605046645,486.85714285714283,1.1073342200270559e-16,0.025268848470027257,0.21170684415160235
9895,18,23,0.1643593999906443,0.1645311999891419,0,0.0,15.7,219.8203125,219.8203125,209194253033157148160016177069239134019033155050242130023054018022148144112176148202119186209173123245253103157044131086212005023198048004114038062104023180064088148040021149148248057083056173041102253250190212197016009032216134007153087020215130225054234125212214112045108070245083093217223144187103248218197016073189114126085153114005242038069054018088044144237176009248228039056033093228067103140177160086073239114010033223087050047130099066018224148214071213133236228223029217093144067145170088125016247201050126007252138096047164175004234125212214112045108070245083093217093104038019157088160232009216138126237237114020074038081223084024044144021045073035119223029097111194077250170212088016177032239027085033138005215104239039084178106194173045163006245223165217076144187159190218197016212239216136019237155005024077081016,276,6.7167826111176305,503.13043478260875,2.0063872752560256e-18,-0.006158295741691129,0.10251098497935418
9896,16,5,0.1533620999834966,0.1588358999870252,0,100.0,15.0,219.8203125,219.8203125,244241096076222039142091030228130046083013021252086240250176042097169068076060059179130212166167083136102047033068179186220192255091153020025252099185223176244002128063173195059179,60,5.527642470572461,298.4,0.03204342695722871,0.07377326073415467,0.20077191693356755
9897,9,22,0.15656820000731386,0.15677480000886135,0,0.0,13.5,219.8203125,219.8203125,185169208215184139163004229168026029091089047172214224233028228139182155066252185105210216124138125081118176184170196011059032113015012047184003190062080014020150073087066087016105122208123149117109208039200090111125021216178169163240001171177031080101156061225069134252207118221119165149185169208009200132114125041183077000211086120117125231063019058082033060233192104014003208184250122127105223103085171125041032077217204047047220065136063014236082138155246238015223122032123062185217006176048034219218229001113169117047167084214136230205067253225074134151103254003028211062018217105215207061171162021223189033122128014164201224056101067132152148233087103006186028165085133006254112184034172125021168178209091136184195214239080101235253225074246225103006017032165242133198014009048061196125,264,6.930498737098393,387.6363636363636,1.59509148168917e-07,0.0013966021481933526,0.8609591282495335
9898,12,16,0.16453370000817813,0.15946000002440996,0,0.0,16.5,219.8203125,219.8203125,172064244235190116130180093241214195044066003048221200252105101113020064226184009236120136097008156245191080184116130058072129150079166068151254088022226105162010020238252121092034191136177020025004053059054031003051230112023221166195211224026173224012048134152105226044157236072136125216215004161059127193022038008129157102160195102181221022110012037065111105233121023105072237097216114142026245054164173056008112159200166066022224136063153119164128218251224190021032185121097029172133191142042186115056207248017221087006211091237177110012162196022043071252028034049241052154,192,6.712446649300991,344.0,0.00016748387655255982,0.022911211634955735,0.11238331358251274
9899,8,18,0.16485080000711605,0.1627172000007704,0,100.0,21.4,219.8203125,219.8203125,033163023101160068192115153062165052249153042190195241233119227208043214077176005183000187106189014108146066205206116249184037144153249116199145248241119205065056148195047165168224089175106007058108023193175127079204001154190141249187102133237229159119227208048249026051134213076187130189033132168218187233226084001159061183247056229171195241080154227056124249077138157183118052111038058129018066002206097237153189190153226022042010248203114119065247048214047145188224098052106061058032255101148106097155153016132022067187199010248111159248096097010195160017039120207149244159000053137096002080226246130004171150070116229138110229242236078078043103,216,6.700777129436374,400.2962962962963,1.5701149396183796e-08,-0.03269656430718782,0.048625784193599086
9900,19,11,0.15927399997599423,0.15198719999170862,0,0.0,14.4,219.8203125,219.8203125,114250184087161192199173191064144152013181121043205220224215032248141151097004228189010136068163089099004027171112016178191109199207007185125138092251113070046248049006204002090096140151002050126068254076124204199173247064144057075007236052077220061221183175141182204147125234140037008041239254169076173235016012069242220137156009049138077069234076177041160008221004251075171041149163244178178087,132,6.3774312404394555,314.060606060606,0.006833967920632796,-0.08962447301845716,0.7653098740217179
9901,13,26,0.1540093999938108,0.1550723999971524,0,0.0,20.6,219.8203125,219.8203125,163074013014030111067126112058082112163019242065018050012089184155103007079118125147195013010184022239235146032111131248203166247077069156200222236173138089216046188155169127071124061013055188144074004014149186246110255162247125174139198123225153255214003149188007114249242105161013057184022077254146030128246248112088066077080252106187210053138163168168114112079127071169166029057066144074139003245128150030005171066246158140251174018053049193216165114159188127135167182146010066153077254048032137112110197077085125050039109123210151063163062149007171070249071028214146010039001058235003130111067030112088196121144139125117232034063163168161136112201238242147048104057055118209156010245180131105103077082225050233198187007173255089168155129112222153146151214155010130006225013149149137230105203058066121050041109117236151063099175046114000188127226147048029140188022239156048026137230105203166249246170156109174236087157109205078007171,312,6.901062127881602,462.56410256410265,3.403196645531933e-14,0.06790283182386031,0.5846762911853816
9902,8,26,0.15673529999912716,0.15819750001537614,0,11.1,16.2,219.8203125,219.8203125,105067060086235027006043061107171196166187235153153019239158096023010209080155159010049036247080125254210036218166212043061219031212080068235223184187129058252081212077125042192190041246129248072067099144218166124155247161031096080105033153153187001058003109026200072155163010004140119248121161206052070166124043148111209200038135157041102187243158205014006108092155192010037074119062011087060021153015200130141115237121080117235061184193194124209191212200248131105162071202247072183231206052235166212063203161027096101105243061005187227035209023183200190151105112251036153072011083099036239023058030148029209096224105091128153019194146003167104200225117159204129140040062183161255234235027186093037194237212084187029061184193194124209191212200248131105162037040119062121067000032239015124063041115178096068007029095218011001191121014104108076245125162071246129225105161060056025015006130037219237196224068255227218011071252205109183014,312,6.792616493636583,546.2564102564103,2.650564009147734e-23,0.0511690177530801,0.037675962511516836
9903,14,32,0.15876630001002923,0.16167919998406433,0,0.0,13.0,219.8203125,219.8203125,238249086068006239008053087210069127049116001153206042025039191201005147227079057123216034078187042249252109233239140064251061153204226134128003254095088069146120040190103103091075107093087187155238014109156042140034040095092033245171245169206042004069192212005255187214214148007063228187249145019116244209164053022013000160197238041241018007088190191038132255079057009202042063078187116208079068217179164217087140098204025171210176254171181098254188053058254079136062216166228086116208086083139209140034074120239033111042001236206120113123215188112214017138036014042208078229249140086222217209073028087164000213157222236241187095113190019171087076162103160202134074186023042238019116172239021005040097239229111238041117139095235150077120132163187180076039007142022147238099102049006174080053211210117204220116173169206070088190162212112018017214214123007122078229042208113116181002250028087072092213157238245093187171065058077212112147162103160202134074186023042238019116156092119053074120098033220249128093139111065123192149218190103163036226066015228086134145113068181246250093165032098204176116236142254120052123019120064190254214160102216074186147,384,6.9745255665231864,558.6666666666666,9.007329910841289e-25,0.01696578200570702,0.29761989501332
9904,16,13,0.16327009999076836,0.16428189998259768,0,0.0,16.5,219.8203125,219.8203125,127048008090081003184030046125162108084218104094099116183180102024174127179087024149083207126141000167198033081056050106062062110230111050033148194116006005157022149090163046097149039215075007222018115074095067218114062004160108097050033037189156051180102227172046250046088247118140112247222048081033095003184154111062155014084105104053072086022068233022155046109060088031029063091247245048073074081246147080159177110098021050104148113022004007157116247020216226099149,156,6.465695148471689,375.6923076923077,1.2637347880940828e-06,-0.03814363406882342,0.8547608096470196
9905,18,14,0.150711099995533,0.15482619998510927,0,62.5,13.1,219.8203125,219.8203125,105014115187044081210198099129223063081233218145178219118229155018005238128037123215079048089083004014023141044022128162193131018147204227216152095121049139179223097033237098121024162048061083075165023233044022208009012078026165081235248254127112171032094016174223237142123179210048167061166073021187015053241196044139050063243038021002178055095017111238012238128098031179138093089053107014021038210053044009012236018014156187249174094112087032147051107043128142121244163057091248107073029227065250208229,168,6.526703268001605,359.23809523809524,1.792033015702784e-05,0.07331631296204065,0.6253455366988938
9906,11,14,0.15438429999630898,0.1548113999888301,0,0.0,13.1,219.8203125,219.8203125,154110036032096217171241117000153066236126135191141080092233159074005145218065077142070084042196038188149074248176107027028113008002006126145078124234028169175074005199140025124255012084042135065007131099209098171000254041066185133015237149205042053067229138180199097217188191225079049237038081213129160143010167068041229137133165145078006155053152037000030054097147198191134197241038251081094224145040010122206041229002087196135191054241118131037187162174154147103078247084064038154140063010096082176000,168,6.6092884047928395,331.80952380952385,0.0008496760725482694,-0.07284477247672827,0.9235361509197362
9907,8,11,0.15577090001897886,0.16281850001541898,0,0.0,16.1,219.8203125,219.8203125,142091128192090142045199201057132073161233033188144058249122146136084027077074059107081154048183070235178064020198225195201007132073134093163188174045036167090045100111133176055219014154202179066161021047222041066119024185163094033254163196218010177021053194158027234239234052118210132183120239140064177153225195108061029164134107237112127058092050034101100190115004059091081226132183012239140138,132,6.47606419505047,286.9090909090909,0.0826885666922576,-0.07762366221958555,0.34179157307828456
9908,8,5,0.16077319998294115,0.16477080000913702,0,0.0,15.8,219.8203125,219.8203125,107108070087175228045025097228237047071204135184149094025088012005144142047149002233086068131220158225226111094022229006149178081052125001079106080170001007117245085145047202029122,60,5.6150610122030695,281.33333333333337,0.12354271171882207,-0.02578376968691035,0.2617737732719121
9909,10,12,0.1535270999884233,0.15481730000465177,0,0.0,16.7,219.8203125,219.8203125,185160191181118072147217200255169252048040048123001128203180018210010021112020120107027059057212095070144181079234078060030054056252127100048211147244200183216210010220063221012162064237155070150160029238134060203123140255056252116100051123200244135049151210082081112222208048027059057070016106203238133060069063140025099033051174249234069172090049226033250021246221012107232096155030016163090193134148069123140252238252127245162234,144,6.306010918151284,382.22222222222223,4.1357318483712936e-07,0.03317373908737336,0.05201896054724764
9910,11,25,0.15601690000039525,0.1512817999755498,0,0.0,14.9,219.8203125,219.8203125,026058165233242187160127122137199124082001254140033149243215051002211250018157030138114213079144247015248105249151042216217096165055147001254136106007155049184201018048116245238108242016089219026044243105242241106251028085085247018203116140170073060058222002157180217192194129249183025054223044055143154049124216177165072119079010062043097195248251188009025112022048067202242051089080120103085143175122238176048003195145025010245140042160184058222073089048217086008138056120191054234168243074185058106240177137008084221010190140009007094251046131211048210157140064056179191155234015248041178058033251217072199124122129181136106200184215056175089059217192030156228179147155188039179041095058238127177085137124082133254238170200174049184175015112153245067138020037079080183230121237057187238240236137137119025074058194224003094122188009015176018086194156228051147054026172144237057113097237177067072124,300,6.930729932652723,413.38666666666666,1.2577931697966109e-09,-0.05325025664251549,0.5714056615950611
9911,19,15,0.15418529999442399,0.15731320000486448,0,0.0,17.6,219.8203125,219.8203125,035073138230073100215123093001070245062237157129204124099038202229149009029191071095140190063146182037191217124100095183000121150248199228144204197193079074142217209009150079042026025071198167022004191211185109050214167008111148171101144168078193046043227217089084108115003202173129123146182037031031200208095123152069003217251197157204228017099038166217149089169062071051129123198050218004031082172069027078093108034082001111048189161254099043135132108204080181250245173003022026022013115035228000221139072131034245138200005120136254215140,180,6.603445301895036,346.22222222222223,0.00012258681920135657,0.11022727312881134,0.750345585596871
9912,9,28,0.1540149999782443,0.15411180001683533,0,0.0,13.5,219.8203125,219.8203125,218178129026018104165206207160154085062019161240056251172055186057039239047036076219087254201024218239024241241206223247170160021006032208023096056253149185198204204089153028213062010255121168024178067004180053021206170160052085062019252208056220035041216124066200202037175253241113127098137247100180209131133147170085215085062073090051211030139129224124210071108065213152087154088057151239204149247013070208170196132182197043195149117083110227224057067233047180076152188217127093025239204149018087189102065085132182092073152200144184172122112204024241153004076115050199121168025178039149139043223147170227113150032053009240038221172129186159066233009002169252241254127098067239024004209104224247149227078243099053252240236220149041216093100200108231142152188113215098067089204087139053224208247197052006007118152096211229061129035093129172041036001062162165060024057239129172095104011102170196021150136043161241144184200055110210210147049126142253010165127024151239122172233087070053170006050174006051009126,336,6.956543075357734,482.2857142857143,3.3341717106476256e-16,0.009342146525780061,0.9077602161563512
9913,8,11,0.15730570000596344,0.15809660000377335,0,0.0,15.6,219.8203125,219.8203125,047089124135023085136016195053148089030233172115018157025132220252121006172092237085167222169060047094100148059197119184035057060010217065004207070157178107035059129230239231174085027122226016192070192107212121155003108033215094217126191152089038077132139252121066252091186022160086226148192226123196023150119184047053211094078185083096209038246195036208121249168079233209179105002215043206124107,132,6.371712395726096,325.6969696969697,0.0018104286192590292,-0.1532378699477538,0.8423236451063496
9914,12,8,0.1525234000000637,0.15854150001541711,0,0.0,16.9,219.8203125,219.8203125,242188027112022086061142195247230251008008060185013067072126025095230084202192098046038114012139039189175164022170162018236104202075188175060010108067072175133142168026085072118090218061191255070188135056089025141194075247226100220225060010108151180151201017168026230092002137110162035088,96,6.0248121099834755,320.0,0.003534328375272907,0.014843564898648276,0.9545338841702495
9915,17,12,0.15178699998068623,0.15461409999988973,0,0.0,14.3,219.8203125,219.8203125,187105139196112052046129230067131055058048051004039044137179002198249184120236236067234063222127184112024121227051147178126016009018009008012051179031129170005249170143106081062068113060007097058242146226176185182042091067131004054130037185057013134014010198249143115119062154160045141127105105001234081234147177108194016037187015018051249020018043044039024050224166027109126051041115035250193051098052046190125090154182054008000004,144,6.424895747864921,346.6666666666667,0.00011510290514509342,0.14191219699113866,0.030716896166903762
9916,18,8,0.15800700002000667,0.15754200000083074,0,0.0,20.7,219.8203125,219.8203125,085238207156211002089125091211220225124061141180186255177166244196181030230203028134204197237021239169113183087188232000067205215130248122141252118130162206088030001030098168173116022197251030239217070009042147251204108073196220052085149162096101043116088035111071191239187127218060251013,96,6.1734023444260835,282.6666666666667,0.1126278659583084,0.06927194763354995,0.8559466589487772
